,CODIGO,NOMBRE FANTASIA,COMUNA,ESTACIONAMIENTO,ES PAR
441,94570,LAS CARMELITAS,PUENTE ALTO,NO,SI
442,94587,NELIDA,RECOLETA,NO,NO
443,94591,EL GRIFO,ÑUÑOA,NO,NO
444,94593,PERLA,PUENTE ALTO,NO,NO
445,94599,DONDE EL PABLO,VITACURA,NO,NO
446,94604,RAQUEL MORA,PUENTE ALTO,NO,SI
447,94613,FABIOLA,MAIPU,NO,NO
448,94730,CYBERNAUTA,PUDAHUEL,NO,SI
449,94739,YESSICA,CERRO NAVIA,NO,NO
450,94745,BELEN,PUENTE ALTO,NO,NO
451,94752,PATRICIA,SAN BERNARDO,NO,SI
452,94753,CRISTOBAL,ESTACION CENTRAL,NO,NO
453,94766,PATRICIA,SANTIAGO,NO,SI
454,94768,ELSA,SAN BERNARDO,NO,SI
455,94773,BERNARDITA,SAN BERNARDO,NO,NO
456,94781,LI,LO ESPEJO,NO,NO
457,94901,SAN DANIEL,QUILICURA,NO,NO
458,94903,LA MARITA,LA PINTANA,NO,NO
459,94914,CASIMILA,SANTIAGO,NO,SI
460,94923,DON BOSCO,SANTIAGO,NO,NO
461,94945,ARCELISA,PUENTE ALTO,NO,NO
462,94964,LAS 5 DELICIAS,SAN BERNARDO,NO,SI
463,94973,MASERVICIO,CERRO NAVIA,NO,NO
464,94995,EL NOGAL 7,LA GRANJA,NO,NO
465,95012,NICOL,SAN RAMON,NO,SI
466,95013,JOCELIN,QUINTA NORMAL,NO,NO
467,95035,DON JULIO,HUECHURABA,NO,NO
468,95037,HACIA EL FUTURO,ESTACION CENTRAL,NO,NO
469,95073,SHALOM,PEDRO AGUIRRE CERDA,NO,NO
470,95076,BETO,MAIPU,NO,SI
471,95080,SANTA MARIA,LA CISTERNA,NO,SI
472,95082,LA ESKINA,LA FLORIDA,NO,SI
473,95111,SOL DEL CIELO,SAN BERNARDO,NO,NO
474,95113,IVAL,MAIPU,NO,NO
475,95118,GABY,MAIPU,NO,SI
476,95120,SAN SEBASTIAN,MAIPU,NO,SI
477,95121,MARTITA,EL BOSQUE,NO,NO
478,95123,SNOOPY,PEÑALOLEN,NO,NO
479,95158,COMERCIAL SAVAN E RM,LA CISTERNA,NO,SI
480,95160,DONDE CALISTO,LO PRADO,NO,SI
481,95163,FLORES HERMANOS,LAS CONDES,NO,NO
482,95173,DIANIT,SANTIAGO,NO,NO
483,95179,CONTINENTAL EXPRESS,QUINTA NORMAL,NO,NO
484,95186,EL MERCADITO,LA PINTANA,NO,SI
485,95190,TOMASITO,PUDAHUEL,NO,SI
486,95222,JOSE ANDRES FARIAS LLANCA,LA PINTANA,NO,SI
487,95229,EL NANO,HUECHURABA,NO,NO
488,95241,RAVERA,SANTIAGO,NO,NO
489,95244,CASTILLO MARKET,SANTIAGO,NO,SI
490,95260,KIOSKO,SANTIAGO,NO,SI
491,95261,TODO MARKET,MAIPU,NO,NO
492,95265,BAZAR ANGELA,LA PINTANA,NO,NO
493,95269,JACQUELINE,SANTIAGO,NO,NO
494,95281,CAVANET,PUDAHUEL,NO,NO
495,95283,DON TITO,LO PRADO,NO,NO
496,95284,LA HERRADURA,CONCHALI,NO,SI
497,95287,LA ESQUINA,SAN JOAQUIN,NO,NO
498,95289,OMAR NAVARRETE CURTI,LA PINTANA,NO,NO
499,95293,BOTILLERIA ONUCHA,LA PINTANA,NO,NO
500,95294,TOMASITO DOS,PUDAHUEL,NO,SI
501,95295,EL CHICHO,PEDRO AGUIRRE CERDA,NO,NO
502,95297,PILAR,SAN BERNARDO,NO,NO
503,95313,BAZAR DON CARLOS,ESTACION CENTRAL,NO,NO
504,95334,BELEN Y JAIN,LA GRANJA,NO,SI
505,95336,EL PULPITO,ESTACION CENTRAL,NO,SI
506,95342,D TECNO OFFICE,CERRO NAVIA,NO,SI
507,95350,BAZAR NANY,PUENTE ALTO,NO,SI
508,95400,EBEN EZER,LA PINTANA,NO,SI
509,95402,DANNY,PEÑALOLEN,NO,SI
510,95415,EL BICHO,PEÑALOLEN,NO,NO
511,95435,COMERCIAL LUNITA,PEDRO AGUIRRE CERDA,NO,NO
512,95439,IVONNE,PUDAHUEL,NO,NO
513,95463,ALMACEN ROSITA,SAN JOAQUIN,NO,NO
514,95464,IVAN-JOR,LA PINTANA,NO,SI
515,95494,DON PEPE,LA PINTANA,NO,SI
516,95495,MINIMERCADO 21 DE MAYO,SANTIAGO,NO,NO
517,95522,PAZ MARIA YEOMANS LOPEZ,PUDAHUEL,NO,SI
518,95551,ALMENDRAL,RENCA,NO,NO
519,95567,EDUVIJES DEL CARMEN RIVAS ECHEVERRIA,SANTIAGO,NO,NO
520,95580,JUEGOS DE AZAR,SANTIAGO,NO,SI
521,95594,ALMACEN RODRIGO,SAN JOAQUIN,NO,SI
522,95846,EL FABBI,SAN BERNARDO,NO,SI
523,95851,LA NEGRA,PEÑALOLEN,NO,NO
524,95874,ARMANDO ANTONIO QUIÑINAO ÑANCUPAN,QUILICURA,NO,SI
525,95884,LOS CIPRESES,INDEPENDENCIA,NO,SI
526,95886,PRODUCTOS A4,PEÑALOLEN,NO,SI
527,95894,ALMACEN KRISHNNA,ÑUÑOA,NO,SI
528,95898,MARISOL PEZOA ARANGUIZ,ESTACION CENTRAL,NO,SI
529,95905,DIEGO NET@,PEDRO AGUIRRE CERDA,NO,NO
530,95911,JOANANNA Y JOSE,MAIPU,NO,NO
531,95919,LUIS ROJAS JAQUE,MAIPU,NO,NO
532,95920,LUIS ROJAS JAQUE,VITACURA,NO,SI
533,95935,MARIA JARA VEJAR,QUINTA NORMAL,NO,NO
534,95938,CIBER GLADYS,PUDAHUEL,NO,SI
535,95940,IQUIQUE,PUDAHUEL,NO,SI
536,95947,ANAKAREN,RENCA,NO,NO
537,95950,JUAN,LA FLORIDA,NO,SI
538,95957,EL MEZON,PEÑALOLEN,NO,NO
539,95962,LA MAMY,SAN BERNARDO,NO,SI
540,95966,FULL MARKET,PEDRO AGUIRRE CERDA,NO,SI
541,95970,JUANA CALCUMIL REYES,LA GRANJA,NO,SI
542,95973,MIREYA DEL CARMEN NAVARRETE SEPULVEDA,LA REINA,NO,NO
543,95983,ABASTO LARRAIN,LA FLORIDA,NO,NO
544,95985,LA CHASCONA,LA FLORIDA,NO,NO
545,95989,EL TOMECINO,SAN RAMON,NO,NO
546,96185,ANMAROAN,SAN BERNARDO,NO,NO
547,96233,BAZAR JHON,MACUL,NO,NO
548,96331,FLORITA,QUINTA NORMAL,NO,NO
549,96439,EL GALLO,SANTIAGO,NO,NO
550,96442,LA LIMEÑITA,LO BARNECHEA,NO,SI
551,96470,MARIO ENRIQUE DAVILA VEGA,LA FLORIDA,NO,SI
552,96505,BELEN,LA PINTANA,NO,NO
553,96559,CAAN GOOL CRIS,SANTIAGO,NO,NO
554,96605,SHALOM,LA FLORIDA,NO,NO
555,96613,PATITO,SANTIAGO,NO,NO
556,96668,DON FRANCIS,CERRO NAVIA,NO,SI
557,96677,EL GLOTON,RECOLETA,NO,NO
558,96701,SAJOWALDANA,INDEPENDENCIA,NO,NO
559,96760,JUMBITO,PUENTE ALTO,NO,SI
560,96844,DONDE LA ANY,LAS CONDES,NO,SI
561,96846,LOS NEGRITOS,MAIPU,NO,SI
562,96957,SHAGUITO,MAIPU,NO,NO
563,96959,BRASIL,PUENTE ALTO,NO,NO
564,96975,LA NENITA,PUENTE ALTO,NO,NO
565,96976,SUPERIOR,RENCA,NO,SI
566,96987,BAMBI,PUENTE ALTO,NO,NO
567,96993,LA JOVY,HUECHURABA,NO,NO
568,97018,ZONA TABACO,PUENTE ALTO,NO,SI
569,97040,BAZAR DEYKA LTDA.,PEÑALOLEN,NO,SI
570,97097,DON KIKO,PUDAHUEL,NO,NO
571,97103,GENNESIS,SAN BERNARDO,NO,NO
572,97110,ALMACEN EL AÑE,MAIPU,NO,SI
573,97137,EL DIAMANTE,CERRO NAVIA,NO,NO
574,97200,VALESKA,LO ESPEJO,NO,SI
575,97406,SANTA OLGA,SAN JOAQUIN,NO,SI
576,97481,SAN ALBERTO,LA FLORIDA,NO,NO
577,97506,HASSMARKET,ÑUÑOA,NO,SI
578,97571,KIOSCO ANITA,QUILICURA,NO,NO
579,97572,MUSTAFA,MAIPU,NO,SI
580,97638,IRMA,MAIPU,NO,SI
581,97639,EDUARDO,MACUL,NO,NO
582,97654,DON RAUL,ESTACION CENTRAL,NO,SI
583,97676,GENESIS,CERRILLOS,NO,SI
584,97681,LA PAZ DE SAN MARTIN,CERRILLOS,NO,NO
585,97684,ESTABLECIMIENTOS MAURY,INDEPENDENCIA,NO,SI
586,97821,ALMACEN SONIA,INDEPENDENCIA,NO,NO
587,97825,ALMACEN PATRICIA,RENCA,NO,NO
588,97831,ALMACEN - BAZAR,ESTACION CENTRAL,NO,NO
589,97836,PLAZUELA EL NOGAL,CERRILLOS,NO,SI
590,97845,PATRICIA VILLAROEL GONZALEZ,MAIPU,NO,NO
591,97863,MANUEL,PUDAHUEL,NO,NO
592,97939,EL 21 DE QUERI,CERRILLOS,NO,NO
593,97959,LA VIVI,CERRILLOS,NO,NO
594,97962,PABLO SELAIVA ULLOA,SAN RAMON,NO,SI
595,98065,APTC MASCOTAS,LA FLORIDA,NO,NO
596,98098,ANCLAMAR,RENCA,NO,SI
597,98133,ALMACEN Y BAZAR,CERRILLOS,NO,NO
598,98183,CAMILITA,CERRO NAVIA,NO,NO
599,98308,MARCELA JACQUELINE FEMINIAS GONZALEZ,PEÑALOLEN,NO,SI
600,98370,KIOSKO ABARROTES LORENA,RENCA,NO,SI
601,98510,MANOLO,ESTACION CENTRAL,NO,SI
602,98516,ALMACEN LOS BASTIAS,INDEPENDENCIA,NO,SI
603,98519,FARMACIA Y PERFUMERIA BENJAMIN,ESTACION CENTRAL,NO,NO
604,98569,GONZALO ESTEBAN CARVACHO BUSTAMANTE,SAN RAMON,NO,NO
605,98618,LOS ANGELES,SAN BERNARDO,NO,SI
606,98623,SANDRA TORO ESPINOZA,QUILICURA,NO,NO
607,98695,DONDE LA CLAUDIA,QUILICURA,NO,NO
608,98696,MAR Y SOL,QUINTA NORMAL,NO,SI
609,98701,ELIZABETH CATHERINE MONREAL RIOS,CERRILLOS,NO,NO
610,98711,JUANITO,CERRILLOS,NO,NO
611,98713,EL PAMPINO,CONCHALI,NO,NO
612,98722,BOTILLERIA DONDE ALICIA,EL BOSQUE,NO,SI
613,98757,POLO,PEDRO AGUIRRE CERDA,NO,NO
614,98758,CLAUDIA,PUENTE ALTO,NO,SI
615,98764,SAN JOSE,ÑUÑOA,NO,SI
616,98771,VELEROS,ÑUÑOA,NO,NO
617,98772,CRISTIAN,SANTIAGO,NO,SI
618,98775,ALMACEN JAZMIN,SANTIAGO,NO,NO
619,98777,VICTOR ALFREDO BASILIO HILARIO,PUENTE ALTO,NO,NO
620,98849,ORIETTA WYSS,PUENTE ALTO,NO,NO
621,98851,MI SUEÑO,LAS CONDES,NO,NO
622,98991,TIENDA UPA!-SHELL (F.169),VITACURA,NO,NO
623,98992,TIENDA UPA!-SHELL (F.171),QUILICURA,NO,SI
624,99006,KRIKA KEY,QUINTA NORMAL,NO,SI
625,99009,COLO COLO,CERRILLOS,NO,NO
626,99017,MIS KOSITAS,CONCHALI,NO,NO
627,99024,LOS VECINOS,CONCHALI,NO,SI
628,99026,BOTILLERIA EL CESANTE,SANTIAGO,NO,SI
629,99036,MARISOL,PUENTE ALTO,NO,SI
630,99037,ADONAIS,PEÑALOLEN,NO,NO
631,99114,LA CENTRAL 2,LA FLORIDA,NO,SI
632,99116,JIMMY,LA CISTERNA,NO,SI
633,99123,FRANCIA,RENCA,NO,NO
634,99125,MULTIJUEGOS Y CENTRO DE PAGOS,PEÑALOLEN,NO,NO
635,99133,ABARROTES ANITA,LA FLORIDA,NO,NO
636,99135,SAN MIGUEL,PEÑALOLEN,NO,NO
637,99145,GENESIS,MACUL,NO,NO
638,99179,MI BARRIO,RECOLETA,NO,NO
639,99181,SANTA MARTA,LA GRANJA,NO,NO
640,99194,YOYITA,LA REINA,NO,SI
641,99199,LOS REYES,PUDAHUEL,NO,NO
642,99203,CAMILA,LA CISTERNA,NO,NO
643,99242,SOLEDAD,CERRO NAVIA,NO,SI
644,99313,MARGARITA VEGA,CERRO NAVIA,NO,NO
645,99316,LOS PEQUES,RENCA,NO,SI
646,99319,BELEN,CONCHALI,NO,NO
647,99336,CENTRO DE LLAMADOS,PEDRO AGUIRRE CERDA,NO,SI
648,99346,SHALOM,PEDRO AGUIRRE CERDA,NO,SI
649,99349,SANTA INES,LA FLORIDA,NO,NO
650,99352,ALMACEN CARLA Y DANY,RECOLETA,NO,SI
651,99384,CARNES EL CHINITO,MAIPU,NO,SI
652,99443,JOEL,SANTIAGO,NO,NO
653,99444,SANTA TERESA,LA FLORIDA,NO,SI
654,99445,ALEJANDRA,MAIPU,NO,NO
655,99446,JOEL,LAS CONDES,NO,SI
656,99462,EL MANOLO,SANTIAGO,NO,SI
657,99554,CENTRO DE LLAMADOS,CERRO NAVIA,NO,SI
658,99561,GALBARINO,QUINTA NORMAL,NO,NO
659,99564,BELEN,QUINTA NORMAL,NO,SI
660,99567,PALAS ATENEA,LA FLORIDA,NO,NO
661,99568,MASTER BAKER SPA,RECOLETA,NO,SI
662,99574,JA-V-IC,ESTACION CENTRAL,NO,SI
663,99634,CRISOL,LAS CONDES,NO,SI
664,99682,AUCO,RENCA,NO,SI
665,99713,LA CLARIETA,ESTACION CENTRAL,NO,NO
666,99787,TIA PATY,SANTIAGO,NO,NO
667,99795,JHOSKA,LO ESPEJO,NO,NO
668,99814,DONDE EL RODO,PUENTE ALTO,NO,SI
669,99869,TODO PETS,PUDAHUEL,NO,NO
670,99903,MI BAZAR,ÑUÑOA,NO,NO
671,100035,KIOSKO,ÑUÑOA,NO,NO
672,100037,GARRAS Y PATAS,ÑUÑOA,NO,NO
673,100039,RIOLA DELGADO ARRIAGADA,SAN BERNARDO,NO,NO
674,100040,MINIMARKET LOS PEREZ,SANTIAGO,NO,SI
675,100041,SAGITARIO,LA REINA,NO,NO
676,100051,TABAQUERIA,LA REINA,NO,NO
677,100052,ALMACEN,MAIPU,NO,SI
678,100058,MARIA ANGELICA SOTO MORALES,MAIPU,NO,SI
679,100060,MARCO ANTONIO,SAN JOAQUIN,NO,SI
680,100117,MINIMARKET MARISA,LA FLORIDA,NO,NO
681,100118,GLORIS,QUILICURA,NO,SI
682,100154,PABLITO,QUINTA NORMAL,NO,SI
683,100158,LITTLE MARKET,CERRILLOS,NO,SI
684,100169,PROVISIONES SANTA FE,CERRO NAVIA,NO,NO
685,100170,POLI,RENCA,NO,SI
686,100188,MIAMI 1,LA FLORIDA,NO,SI
687,100192,DOMI,PUENTE ALTO,NO,SI
688,100202,HNOS JOFRE Y CIA.,CERRO NAVIA,NO,SI
689,100234,LA MENCHE,PEDRO AGUIRRE CERDA,NO,SI
690,100267,RUBEN GAJARDO,LA GRANJA,NO,NO
691,100288,FLAK JESS,MACUL,NO,SI
692,100340,SAN JUAN,CONCHALI,NO,SI
693,100349,CIBER CHARMUT,LO ESPEJO,NO,NO
694,100373,ANILY,LA FLORIDA,NO,NO
695,100401,ALMACEN BAZAR FELYPE,EL BOSQUE,NO,NO
696,100407,PABLO JAIME VALDEBENITO FARIAS,LA FLORIDA,NO,NO
697,100412,SEÑORA CARMEN,SAN MIGUEL,NO,SI
698,100417,EL TATA,LAS CONDES,NO,NO
699,100425,JUAN ANTONIO PRATS VERDUGO,LA FLORIDA,NO,NO
700,100427,ANGEL MARKET,PROVIDENCIA,NO,NO
701,100436,ALMACEN DEL BARRIO,ÑUÑOA,NO,SI
702,100592,PO LOTO,SANTIAGO,NO,SI
703,100595,SAN ELOY,SANTIAGO,NO,NO
704,100674,REVELACION,CERRO NAVIA,NO,SI
705,100690,ALMACEN LA COPA,LO PRADO,NO,SI
706,100703,EL CHOLITO,MAIPU,NO,NO
707,100764,PLAN D,CERRO NAVIA,NO,SI
708,100766,MISS EMILI,LA GRANJA,NO,SI
709,100778,PROGRESO,PUDAHUEL,NO,SI
710,100795,MONICA URRA,ESTACION CENTRAL,NO,NO
711,100805,MARITZA,QUINTA NORMAL,NO,NO
712,100842,ELIZABETH VARAS,SAN BERNARDO,NO,SI
713,101094,ABY,CONCHALI,NO,SI
714,101125,NINIVE,SANTIAGO,NO,NO
715,101157,JAIME VERGARA,RENCA,NO,NO
716,101158,PAMELITA,LO ESPEJO,NO,SI
717,101209,FERNANDO,ESTACION CENTRAL,NO,NO
718,101211,CONSTANTINI CHANELL Y CIA. LTDA.,PROVIDENCIA,NO,NO
719,101230,KIOSKO,INDEPENDENCIA,NO,SI
720,101231,LUCHO DRINK,PUENTE ALTO,NO,NO
721,101233,EL FARO,PROVIDENCIA,NO,NO
722,101235,SERVICIOS PUBLICITARIOS MEDITERRANEO,PUENTE ALTO,NO,NO
723,101286,ROSITA,RECOLETA,NO,SI
724,101452,SO-FI,ESTACION CENTRAL,NO,SI
725,101459,CHAYO DOS,SAN JOAQUIN,NO,NO
726,101514,CLAUDIA,MAIPU,NO,SI
727,101524,ROMAN SIGUENZA,INDEPENDENCIA,NO,SI
728,101576,NICOLE,PUDAHUEL,NO,SI
729,101577,EL SOL EIRL,ESTACION CENTRAL,NO,NO
730,101650,GENOVEVA,CONCHALI,NO,SI
731,101656,TIA LUCA,PUENTE ALTO,NO,SI
732,101657,ROSSY,LA GRANJA,NO,NO
733,101683,REBECA,LA GRANJA,NO,NO
734,101765,DONDE EL NEGRO CHICO,EL BOSQUE,NO,NO
735,101769,JUANITO,PUENTE ALTO,NO,NO
736,101770,CENTINELA,RECOLETA,NO,SI
737,101980,ROSA BUSTOS,SANTIAGO,NO,SI
738,101990,LA MONA,LA PINTANA,NO,SI
739,102156,CRISTINA ISABEL,RENCA,NO,SI
740,102213,CANGREJO,PROVIDENCIA,NO,NO
741,102217,KIOSCO,CERRO NAVIA,NO,NO
742,102227,CYBER MAYUMY,CONCHALI,NO,NO
743,102230,ALMACEN,PUDAHUEL,NO,SI
744,102233,NATTY,SAN RAMON,NO,NO
745,102291,EL ILLY,LA REINA,NO,NO
746,102301,JAD,RENCA,NO,NO
747,102332,EL RINCON,RENCA,NO,SI
748,102335,ANTONIA Y YOYI,PUENTE ALTO,NO,NO
749,102366,TUGA TUGA,VITACURA,NO,SI
750,102375,TIENDA UPA!-SHELL (F.160),LO BARNECHEA,NO,NO
751,102376,TIENDA UPA!-SHELL (F.128),MAIPU,NO,SI
752,102441,CASA MARCO,ESTACION CENTRAL,NO,NO
753,102449,LA REGALONA,SANTIAGO,NO,NO
754,102451,SEBASTIAN CESAR,LA FLORIDA,NO,NO
755,102562,NACHITA,PUDAHUEL,NO,SI
756,102855,KIOSCOTE,RENCA,NO,NO
757,102868,ZG.COM,PUENTE ALTO,NO,SI
758,102879,LUIS MARDONES,SAN JOAQUIN,NO,NO
759,102880,CLAUDIO ACUÑA,INDEPENDENCIA,NO,SI
760,102886,MARGARITA,LA PINTANA,NO,SI
761,102890,VIRTIENTES,MAIPU,NO,SI
762,102899,DULCE PALADAR,CERRILLOS,NO,NO
763,102900,MARANATHA,PUDAHUEL,NO,SI
764,102906,NUESTRO SUEÑO,LA FLORIDA,NO,SI
765,102913,CAMPO VERDE,LO BARNECHEA,NO,NO
766,102914,FLOR ABARZUA,LA FLORIDA,NO,SI
767,102916,EL ESFUERZO,LA FLORIDA,NO,SI
768,102919,CURACAUTIN,RECOLETA,NO,NO
769,103052,CARMEN MORALES,INDEPENDENCIA,NO,SI
770,103122,MI ABUELITA ANA,RECOLETA,NO,SI
771,103130,GALAXIA,INDEPENDENCIA,NO,SI
772,103131,EYDEN FELIX,QUILICURA,NO,NO
773,103135,HAPPY,ESTACION CENTRAL,NO,NO
774,103145,SIGUENZA,MAIPU,NO,NO
775,103151,DONDE MAJO,RENCA,NO,NO
776,103153,BENBEL Y CAR LTDA.,LO BARNECHEA,NO,NO
777,103159,PANCHITO,MAIPU,NO,NO
778,103160,FELIX,RENCA,NO,SI
779,103164,I Y R,ESTACION CENTRAL,NO,SI
780,103363,JAMES,LA GRANJA,NO,NO
781,103374,MARITA,QUINTA NORMAL,NO,SI
782,103379,NIDIA,MACUL,NO,NO
783,103397,HECTOR GARCIA,ÑUÑOA,NO,NO
784,103400,TOO EL RATO,SAN RAMON,NO,SI
785,103493,ADONAY,LA PINTANA,NO,NO
786,103494,WILLIAMS III,LA FLORIDA,NO,SI
787,103501,YASNITA,CONCHALI,NO,NO
788,103541,ALMACEN Y BAZAR MANOLO,PEÑALOLEN,NO,NO
789,103543,CRISTY,PUDAHUEL,NO,NO
790,103558,SIGUENZA,LA CISTERNA,NO,SI
791,103564,MARINAS,LA REINA,NO,SI
792,103565,LORENA,CONCHALI,NO,NO
793,103567,GRANDE MARTIN,MAIPU,NO,NO
794,103569,ANDREITA,ESTACION CENTRAL,NO,NO
795,103571,YIREH,CERRO NAVIA,NO,NO
796,103575,CAMILA,SANTIAGO,NO,NO
797,103581,CRISMADY,PUDAHUEL,NO,NO
798,103587,MAGDALENA AROS,PUENTE ALTO,NO,NO
799,103592,JOSE ARANGUIZ SALGADO,MAIPU,NO,SI
800,103605,CARMEN,RECOLETA,NO,NO
801,103606,EL PIDA,QUINTA NORMAL,NO,SI
802,103611,FENIX N J F,LO ESPEJO,NO,NO
803,103613,VALPARAISO,LA GRANJA,NO,NO
804,103615,LOS GIRASOLES,CERRILLOS,NO,NO
805,103620,EL TIO BARNY,PUDAHUEL,NO,SI
806,103633,LUZ MARIA CAÑETE,SANTIAGO,NO,NO
807,103706,GOÑI MELGAREJO LTDA,LA GRANJA,NO,SI
808,103921,PATO JUEGOS ELECTRONICOS,PUDAHUEL,NO,NO
809,104060,LOBY,EL BOSQUE,NO,SI
810,104073,FARMACIA VIVI,CERRO NAVIA,NO,NO
811,104077,SAN JOSE,HUECHURABA,NO,NO
812,104080,LIBRA,LA GRANJA,NO,SI
813,104083,LA SINGER,PEÑALOLEN,NO,NO
814,104089,QUIKY,INDEPENDENCIA,NO,NO
815,104093,KIOSCO ROSSANA,QUILICURA,NO,NO
816,104095,K Y R,LA FLORIDA,NO,NO
817,104096,SU BAZAR,QUILICURA,NO,SI
818,104098,HAITUCURA YONEL,LA FLORIDA,NO,SI
819,104099,VALENTINA,ESTACION CENTRAL,NO,NO
820,104103,YUSY,PEÑALOLEN,NO,NO
821,104122,TIENDA UPA!-SHELL (F.118),ÑUÑOA,NO,SI
822,104123,TIENDA UPA!-SHELL (F.134),CERRILLOS,NO,NO
823,104163,ERBI - CERRILLOS,QUILICURA,NO,NO
824,104194,SAMIR,PEDRO AGUIRRE CERDA,NO,SI
825,104232,SARITA,LO ESPEJO,NO,SI
826,104240,VANIA,RENCA,NO,SI
827,104250,MARY,LA PINTANA,NO,SI
828,104252,BABY OFERTAS,PUENTE ALTO,NO,SI
829,104258,JABES CHILE LTDA.,INDEPENDENCIA,NO,SI
830,104262,MACARENA,LA GRANJA,NO,SI
831,104263,EL BASTY,LA FLORIDA,NO,NO
832,104266,FALA EMMA,SANTIAGO,NO,SI
833,104273,TIENDA UPA!-SHELL (F.153),MAIPU,NO,NO
834,104291,MINIMARKET,PUENTE ALTO,NO,NO
835,104294,ACCARDI,ÑUÑOA,NO,SI
836,104307,KIOSCO,ESTACION CENTRAL,NO,NO
837,104308,TELISIA,PEÑALOLEN,NO,SI
838,104314,MI NONI,RENCA,NO,SI
839,104317,SAN MAURICIO,LO BARNECHEA,NO,NO
840,104328,DAINITA MASCOTAS,LAS CONDES,NO,SI
841,104453,KIOSCO LA QUEBRADA,LO ESPEJO,NO,NO
842,104473,LAS DELICIAS DE SUS MASCOTAS,SAN BERNARDO,NO,NO
843,104487,PAOLITA,MAIPU,NO,NO
844,104492,ELISABETH URZUA,RECOLETA,NO,SI
845,104494,ANDREITA,PEÑALOLEN,NO,SI
846,104502,DONDE LA FRAN,LA FLORIDA,NO,SI
847,104504,LP INTERNET,RENCA,NO,SI
848,104505,LOS AROMOS,PEÑALOLEN,NO,NO
849,104506,RULOS,LA GRANJA,NO,SI
850,104511,JUANA URRUTIA,QUILICURA,NO,NO
851,104525,LA NANA,PEDRO AGUIRRE CERDA,NO,NO
852,104527,JOSE,EL BOSQUE,NO,NO
853,104532,JUAN VILLAGRA,QUILICURA,NO,SI
854,104536,DONDE LA TIA EMILIANA,PEDRO AGUIRRE CERDA,NO,SI
855,104589,BELEN,MAIPU,NO,NO
856,104770,RICARDO MELLA,LA PINTANA,NO,SI
857,104785,LOS AMANTES,SANTIAGO,NO,NO
858,104790,CHAVEZ,QUILICURA,NO,SI
859,104795,CHUMA,LA REINA,NO,NO
860,104796,JANY,PUENTE ALTO,NO,SI
861,104797,KATU Y PALY,PUENTE ALTO,NO,NO
862,104798,FREEDOM EL GRAN BAZAR,SANTIAGO,NO,SI
863,104815,EL SHURDITO,PUENTE ALTO,NO,NO
864,104835,IRLANDA,HUECHURABA,NO,NO
865,104905,ALMACEN ALICIA CALDERON,SAN JOAQUIN,NO,NO
866,104913,DON PRIMO,QUILICURA,NO,NO
867,104923,VALENTINA,HUECHURABA,NO,NO
868,104966,NANA,PEÑALOLEN,NO,SI
869,104982,GAVIOTA,CERRO NAVIA,NO,SI
870,104993,DONDE LA ANDREA,RENCA,NO,NO
871,104995,LEONOR,LA FLORIDA,NO,NO
872,104996,TRIUNFO II,ESTACION CENTRAL,NO,SI
873,105006,LEON MOYON,SAN RAMON,NO,SI
874,105007,VIVIANA,MACUL,NO,NO
875,105014,KIOSCO,SAN BERNARDO,NO,SI
876,105021,CARLOS MOYA,PUENTE ALTO,NO,NO
877,105022,MATIAS Y CARLOS,LA PINTANA,NO,SI
878,105025,CSOTO,SAN JOAQUIN,NO,NO
879,105026,RENACER,CERRO NAVIA,NO,SI
880,105173,SHARLOM,MAIPU,NO,NO
881,105200,REMI,CERRO NAVIA,NO,SI
882,105222,SARDICH IN FAMILY,LA CISTERNA,NO,SI
883,105231,PALOMITA,PROVIDENCIA,NO,NO
884,105237,ELECTRIC HOME,LA PINTANA,NO,NO
885,105271,DONDE NACHITO,LA FLORIDA,NO,NO
